expend,area,region
568.62,Urban,6
318.46,Urban,6
166.25,Urban,6
648.62,Urban,6
230.57,Urban,6
522.69,Urban,6
174.79,Urban,6
1086.91,Urban,6
125.84,Urban,6
277.67,Urban,6
183.58,Urban,6
246.52,Urban,6
188.79,Urban,6
396.29,Urban,6
677.98,Urban,6
249.67,Urban,6
876.63,Urban,6
1137.75,Urban,6
136.66,Urban,6
533.84,Urban,6
302.72,Urban,6
143.77,Urban,6
206.32,Urban,6
271,Urban,6
212.9,Urban,6
267.9,Urban,6
203.85,Urban,6
352.07,Urban,6
222.5,Urban,6
187.39,Urban,6
657.05,Urban,6
178.63,Urban,6
411.94,Urban,6
224.48,Urban,6
640.37,Urban,6
1398.09,Urban,6
815.34,Urban,6
315.03,Urban,6
554.9,Urban,6
929.55,Urban,4
397.02,Urban,4
252.47,Urban,4
159.23,Urban,4
229.24,Urban,4
113.93,Urban,4
125.35,Urban,4
373.42,Urban,4
274.31,Urban,4
350.07,Urban,4
174.03,Urban,4
136.35,Urban,4
124.23,Urban,4
281.65,Urban,4
456.61,Urban,4
179.73,Urban,4
259.51,Urban,4
136.37,Urban,4
197.19,Urban,4
180.87,Urban,4
812.58,Urban,4
160.84,Urban,4
406.18,Urban,4
220.54,Urban,4
350.02,Urban,4
245.18,Urban,4
116.45,Urban,4
109.63,Urban,4
198.55,Urban,4
265.17,Urban,4
159.23,Urban,4
310.74,Urban,4
100.14,Urban,4
70.6,Urban,4
219.43,Urban,4
158.3,Urban,4
148.03,Urban,4
229.51,Urban,4
204.75,Urban,4
549.16,Urban,4
362.1,Urban,4
241.8,Urban,4
298.89,Urban,4
323.74,Urban,4
335.27,Urban,4
479.14,Urban,4
130.46,Urban,4
431.17,Urban,4
1178.21,Urban,4
242.09,Urban,4
197.72,Urban,4
483.12,Urban,4
222.87,Urban,4
422.56,Urban,4
940.25,Urban,4
531.81,Urban,4
244.18,Urban,4
299.45,Urban,4
198.91,Urban,4
233.06,Urban,4
573.52,Urban,4
134.96,Urban,4
181.32,Urban,4
307.63,Urban,4
254.48,Urban,4
308.04,Urban,4
851.86,Urban,4
199.54,Urban,4
137.14,Urban,4
143.92,Urban,4
493.15,Urban,4
164.32,Urban,4
177.16,Urban,4
831.14,Urban,4
171.06,Urban,4
276.1,Urban,4
803.32,Urban,4
454.62,Urban,4
96.51,Urban,4
288.79,Urban,4
365.51,Urban,4
126.81,Urban,4
240.11,Urban,4
261.54,Urban,4
560.76,Urban,4
239.98,Urban,4
221.5,Urban,4
182.64,Urban,4
90.33,Urban,4
179.18,Urban,4
185.9,Urban,4
798.71,Urban,4
109.5,Urban,4
200.5,Urban,4
127.42,Urban,4
146.41,Urban,4
193.2,Urban,4
246.99,Urban,4
412.52,Urban,4
145.3,Urban,4
98.44,Urban,4
335.96,Urban,4
215.53,Urban,4
161.9,Urban,4
343.41,Urban,4
401.72,Urban,4
102.45,Urban,4
94.94,Urban,4
180.12,Urban,1
346.71,Urban,1
134.22,Urban,1
184.64,Urban,1
148.44,Urban,1
322.37,Urban,1
144.86,Urban,1
362.47,Urban,1
137.95,Urban,1
409.7,Urban,1
1631.43,Urban,1
98.95,Urban,1
238.49,Urban,1
335.65,Urban,1
203.9,Urban,1
710.19,Urban,1
382.23,Urban,1
165.4,Urban,1
336.57,Urban,1
197.84,Urban,1
118.95,Urban,1
542.37,Urban,1
209.12,Urban,1
429.51,Urban,1
278.68,Urban,1
63.73,Urban,1
158.77,Urban,1
346.28,Urban,1
220.26,Urban,1
257.14,Urban,1
245.32,Urban,1
180.76,Urban,1
175.74,Urban,1
209.71,Urban,1
135.52,Urban,1
161.73,Urban,1
96.59,Urban,1
158.2,Urban,1
127.5,Urban,1
424.79,Urban,1
405.18,Urban,1
487.25,Urban,1
385.9,Urban,1
547.7,Urban,1
218.32,Urban,1
145.83,Urban,1
78.54,Urban,1
187.38,Urban,1
72.06,Urban,1
213.3,Urban,1
158.58,Urban,1
241.34,Urban,1
168.59,Urban,1
270.64,Urban,1
229.7,Urban,1
390.55,Urban,1
322.73,Urban,1
234.1,Urban,1
293.7,Urban,1
67.22,Urban,1
330.72,Urban,1
247.63,Urban,1
722.23,Urban,1
90.5,Urban,1
275.01,Urban,1
405.77,Urban,1
948.9,Urban,1
114,Urban,1
249.25,Urban,1
907.59,Urban,1
324.41,Urban,1
503.84,Urban,1
214.04,Urban,1
277.21,Urban,1
162.23,Urban,1
343.49,Urban,1
71.27,Urban,1
96.5,Urban,1
200.25,Urban,1
45.53,Urban,1
162.5,Urban,1
218.36,Urban,1
231.98,Urban,1
278.71,Urban,1
376.48,Urban,1
282.9,Urban,1
212.58,Urban,1
221.94,Urban,1
449.37,Urban,1
141.21,Urban,1
391.47,Urban,1
400.33,Urban,1
662.18,Urban,1
246.7,Urban,1
124.12,Urban,1
273.85,Urban,1
1143.72,Urban,1
226.81,Urban,1
313.11,Urban,1
263.63,Urban,1
208.05,Urban,1
169.63,Urban,1
323.78,Urban,1
328.05,Urban,1
202.24,Urban,1
187.29,Urban,1
195.02,Urban,1
335.46,Urban,1
129.44,Urban,1
173.32,Urban,1
120.99,Urban,1
489.1,Urban,1
250.44,Urban,1
550.21,Urban,1
365.09,Urban,1
219.52,Urban,1
175.9,Urban,1
1204.1,Urban,1
120.76,Urban,1
51.55,Urban,1
277.47,Urban,1
210.1,Urban,1
230.36,Urban,1
410.66,Urban,1
219.45,Urban,1
332.49,Urban,1
848.88,Urban,1
513.62,Urban,1
136.49,Urban,1
323.57,Urban,1
252.92,Urban,1
486.34,Urban,1
227.44,Urban,1
339.59,Urban,1
703.09,Urban,1
276.31,Urban,1
143.41,Urban,1
580.23,Urban,1
250,Urban,1
303.8,Urban,1
205.94,Urban,1
201.73,Urban,1
137.05,Urban,1
108.55,Urban,1
299.82,Urban,1
95.46,Urban,1
514.02,Urban,1
219.76,Urban,1
103.55,Urban,1
193.5,Urban,1
236.65,Urban,1
280.39,Urban,1
181.53,Urban,1
147.99,Urban,1
259.42,Urban,1
140.87,Urban,1
77.55,Urban,1
485.87,Urban,1
137.31,Urban,1
78.28,Urban,1
73.15,Urban,1
396.05,Urban,1
254.98,Urban,1
125.22,Urban,1
138.03,Urban,1
482.12,Urban,1
166.72,Urban,1
307.34,Urban,1
275.7,Urban,1
240.39,Urban,1
565.39,Urban,1
277.21,Urban,1
110.35,Urban,1
109.5,Urban,1
202.1,Urban,1
358.87,Urban,1
287.39,Urban,1
275.32,Urban,1
259.52,Urban,1
667.69,Urban,1
310.7,Urban,1
129.86,Urban,1
101.28,Urban,1
219.13,Urban,1
114.2,Urban,1
118.81,Urban,1
412.68,Urban,1
255.17,Urban,1
402.89,Urban,1
188.73,Urban,1
125.1,Urban,1
77.2,Urban,1
411.03,Urban,1
186.64,Urban,1
181.11,Urban,1
133.9,Urban,1
155.45,Urban,1
300.08,Urban,1
268.34,Urban,1
187.45,Urban,1
125.52,Urban,1
509.22,Urban,1
118.96,Urban,1
192.78,Urban,1
181.93,Urban,1
267.7,Urban,1
265.62,Urban,1
250.46,Urban,1
415.43,Urban,1
185.39,Urban,1
209.32,Urban,1
316.46,Urban,1
211.36,Urban,1
454.66,Urban,1
172.13,Urban,1
344.39,Urban,1
334.76,Urban,1
401.93,Urban,1
513.61,Urban,1
134.77,Urban,1
83.76,Urban,1
190.14,Urban,1
200.35,Urban,1
386.73,Urban,1
326.91,Urban,1
198.32,Urban,1
232.5,Urban,1
174.18,Urban,1
364.01,Urban,1
211.42,Urban,1
368.49,Urban,1
200,Urban,1
402.58,Urban,1
219.17,Urban,1
130.12,Urban,1
231.42,Urban,1
162.69,Urban,1
410.36,Urban,1
170.54,Urban,1
163.71,Urban,1
615.36,Urban,1
434.73,Urban,1
525.62,Urban,1
226.66,Urban,1
197.55,Urban,1
150.3,Urban,1
106.59,Urban,1
403.79,Urban,1
322.2,Urban,1
1355.19,Urban,1
268.65,Urban,1
108.39,Urban,1
321.53,Urban,7
443.43,Urban,7
359.98,Urban,7
268.41,Urban,7
1286.72,Urban,7
810.14,Urban,7
528.38,Urban,7
349.86,Urban,7
331.67,Urban,7
425.73,Urban,7
452.73,Urban,7
691.6,Urban,7
866.32,Urban,7
341.22,Urban,7
135.73,Urban,7
165.71,Urban,7
729.06,Urban,7
297.03,Urban,7
729.98,Urban,7
314.8,Urban,7
944.75,Urban,7
849.78,Urban,7
1392.31,Urban,7
572.22,Urban,7
290.97,Urban,7
552.96,Urban,7
256.69,Urban,7
254.57,Urban,7
315.33,Urban,7
526.81,Urban,7
498.3,Urban,7
716.27,Urban,7
277.36,Urban,7
857.54,Urban,7
108.04,Urban,7
583.77,Urban,7
195.74,Urban,7
394.22,Urban,7
413.44,Urban,7
1796.31,Urban,7
315.97,Urban,7
277.86,Urban,7
198.34,Urban,7
545.6,Urban,7
283,Urban,7
113.75,Urban,7
178.45,Urban,7
266.63,Urban,7
307.82,Urban,7
914.7,Urban,7
469.85,Urban,7
493.63,Urban,7
266.67,Urban,7
290.77,Urban,7
249.64,Urban,7
518.38,Urban,7
282.14,Urban,7
519.97,Urban,7
1017.2,Urban,7
179.24,Urban,7
189.99,Urban,7
562.89,Urban,7
1005.05,Urban,7
264.94,Urban,7
612.78,Urban,7
531.11,Urban,7
118.98,Urban,7
603.22,Urban,7
165.84,Urban,7
458.23,Urban,7
1091.91,Urban,7
922.45,Urban,7
339.32,Urban,7
462.7,Urban,7
401.42,Urban,7
876.54,Urban,7
733.54,Urban,7
643.25,Urban,7
182.72,Urban,7
406.85,Urban,7
95.42,Urban,7
527.77,Urban,7
726.91,Urban,7
779.6,Urban,7
415.45,Urban,7
188.11,Urban,7
407.55,Urban,7
254.64,Urban,7
690,Urban,7
377.15,Urban,7
979.41,Urban,7
412.55,Urban,7
496.06,Urban,7
564.52,Urban,7
305.1,Urban,7
565.96,Urban,7
82.62,Urban,7
376.34,Urban,7
453.73,Urban,7
795.33,Urban,7
163.72,Urban,7
795.7,Urban,7
390.51,Urban,7
247.27,Urban,7
143.97,Urban,7
415.79,Urban,7
468.76,Urban,7
369.56,Urban,7
173.97,Urban,7
683.69,Urban,7
661.89,Urban,7
456.58,Urban,7
192.86,Urban,7
167.73,Urban,7
267,Urban,7
401.38,Urban,7
206.6,Urban,7
665.5,Urban,7
252.15,Urban,7
236.94,Urban,7
142.03,Urban,7
772.29,Urban,7
437.57,Urban,7
740.66,Urban,7
234.91,Urban,7
884.91,Urban,7
269.14,Urban,7
291.53,Urban,7
305.55,Urban,7
294.17,Urban,7
386.6,Urban,7
348.73,Urban,7
171.02,Urban,7
605.96,Urban,7
1513.62,Urban,7
1007.58,Urban,7
215.31,Urban,7
147.97,Urban,7
234.11,Urban,7
154.26,Urban,7
236.85,Urban,7
104.33,Urban,7
117.52,Urban,7
253.13,Urban,7
456.39,Urban,7
172.18,Urban,7
793.03,Urban,7
1287.47,Urban,7
421.3,Urban,7
408.15,Urban,7
197.76,Urban,7
491.25,Urban,7
526.41,Urban,7
315.82,Urban,7
1092.75,Urban,7
294.06,Urban,7
401.68,Urban,7
973.77,Urban,7
352.49,Urban,7
336.81,Urban,7
368.85,Urban,7
546.29,Urban,7
467.5,Urban,7
832.64,Urban,7
305.83,Urban,7
359.1,Urban,7
191.87,Urban,7
308.63,Urban,7
632.96,Urban,7
719.52,Urban,7
312.72,Urban,7
366.03,Urban,7
375.07,Urban,7
325.53,Urban,7
175.33,Urban,7
224.51,Urban,7
1309.69,Urban,7
424.11,Urban,7
263.45,Urban,7
157.72,Urban,7
634.78,Urban,7
208.03,Urban,7
262.44,Urban,7
371.48,Urban,7
195.57,Urban,7
182.1,Urban,7
441.75,Urban,7
390.99,Urban,7
340.88,Urban,7
284.5,Urban,7
202.23,Urban,7
466.13,Urban,7
235.48,Urban,7
354.04,Urban,7
379.98,Urban,7
514.48,Urban,7
582.19,Urban,7
260.43,Urban,7
227.86,Urban,7
710.28,Urban,7
203.21,Urban,7
854.76,Urban,7
612.4,Urban,7
139.72,Urban,7
294.38,Urban,7
306.58,Urban,7
205.31,Urban,7
713.91,Urban,7
1144.27,Urban,7
415.97,Urban,7
437.45,Urban,7
192.59,Urban,7
522.59,Urban,7
534.2,Urban,7
439.23,Urban,7
404.98,Urban,7
425.46,Urban,7
236.63,Urban,7
276.47,Urban,7
343.22,Urban,7
260.83,Urban,7
215.16,Urban,7
992.33,Urban,7
371.71,Urban,7
767.47,Urban,7
552.49,Urban,7
174.22,Urban,7
304.06,Urban,7
592.03,Urban,7
466.97,Urban,7
360.08,Urban,7
803.47,Urban,7
287.83,Urban,7
145.94,Urban,7
516.99,Urban,7
420.97,Urban,7
252.47,Urban,7
168.25,Urban,7
432.07,Urban,7
193.33,Urban,7
206.74,Urban,7
1097.16,Urban,7
204.38,Urban,7
215.45,Urban,7
334.03,Urban,7
203.47,Urban,7
311.02,Urban,7
2041.65,Urban,7
294.33,Urban,7
1572,Urban,7
401.08,Urban,7
241.89,Urban,7
466.26,Urban,7
323.42,Urban,7
335.66,Urban,7
889.18,Urban,7
1109.65,Urban,7
367.71,Urban,7
269.5,Urban,7
382.08,Urban,7
539.95,Urban,7
374.03,Urban,7
271.42,Urban,7
207.54,Urban,7
154.48,Urban,7
561.71,Urban,7
589.25,Urban,7
620.37,Urban,7
320.09,Urban,7
257.48,Urban,7
341.27,Urban,7
220.48,Urban,7
199.69,Urban,7
806.75,Urban,7
293.34,Urban,7
437.24,Urban,7
1429.26,Urban,7
633.09,Urban,7
277.25,Urban,7
397.28,Urban,7
278.43,Urban,7
355.44,Urban,7
273.36,Urban,7
330.91,Urban,7
430.53,Urban,7
392.7,Urban,7
644.05,Urban,7
896.47,Urban,7
398.61,Urban,7
342.06,Urban,7
230.57,Urban,7
537.54,Urban,7
393.47,Urban,7
486.76,Urban,7
378.85,Urban,7
417.5,Urban,7
616.63,Urban,7
177.07,Urban,7
281.44,Urban,7
157.75,Urban,7
292.35,Urban,7
288.9,Urban,7
190.62,Urban,7
399.9,Urban,7
599.44,Urban,7
1058.24,Urban,7
352.11,Urban,7
210.19,Urban,7
292.59,Urban,7
351.89,Urban,7
278.73,Urban,7
694.68,Urban,7
326.43,Urban,7
691.08,Urban,7
680.12,Urban,7
614.64,Urban,7
834.75,Urban,7
342.58,Urban,7
631.37,Urban,7
625.91,Urban,7
447.33,Urban,7
381.9,Urban,7
361.36,Urban,7
230.78,Urban,7
453.38,Urban,7
315.02,Urban,7
295.81,Urban,7
322.26,Urban,7
507.41,Urban,7
321.83,Urban,7
254.72,Urban,7
404.16,Urban,7
475.78,Urban,7
184,Urban,7
882.51,Urban,7
207.86,Urban,7
294.95,Urban,7
385.83,Urban,7
390.79,Urban,7
701.7,Urban,7
253.36,Urban,7
661.11,Urban,7
404.95,Urban,7
629.85,Urban,7
431.64,Urban,7
761.96,Urban,7
165,Urban,7
247.84,Urban,7
546.29,Urban,7
871.46,Urban,7
220.6,Urban,7
738.75,Urban,7
793.51,Urban,7
254.47,Urban,7
351.06,Urban,7
328.53,Urban,7
212.2,Urban,7
161.21,Urban,7
566.33,Urban,7
1186.1,Urban,7
684.46,Urban,7
470.26,Urban,7
243.73,Urban,7
472.31,Urban,7
164.65,Urban,7
536.19,Urban,7
418.23,Urban,7
189.71,Urban,7
472.1,Urban,7
497.6,Urban,7
290.29,Urban,7
344.02,Urban,7
628.92,Urban,7
354.14,Urban,7
635.23,Urban,7
98.82,Urban,7
178.16,Urban,7
468.43,Urban,7
443.02,Urban,7
666.09,Urban,7
544.46,Urban,7
414.3,Urban,7
191.11,Urban,7
751.56,Urban,7
263.83,Urban,7
3053.45,Urban,7
180.31,Urban,7
411.07,Urban,7
556.06,Urban,7
280.83,Urban,7
430.17,Urban,7
236.39,Urban,7
415.97,Urban,7
232.88,Urban,7
392.77,Urban,7
119.41,Urban,7
326.67,Urban,7
438.62,Urban,7
518.45,Urban,7
591.57,Urban,7
678.21,Urban,7
319.98,Urban,7
1175.46,Urban,7
634.71,Urban,7
322.45,Urban,7
618.56,Urban,7
311.99,Urban,7
807.52,Urban,7
257.82,Urban,7
539.05,Urban,7
508.17,Urban,7
768.21,Urban,7
290.02,Urban,7
343.42,Urban,7
536.35,Urban,7
443.29,Urban,7
427.74,Urban,7
213.89,Urban,7
544.26,Urban,7
101.01,Urban,7
512.97,Urban,7
143.68,Urban,7
445,Urban,7
207.17,Urban,7
464.44,Urban,7
481.29,Urban,7
515.08,Urban,7
388.95,Urban,7
587.5,Urban,7
383.66,Urban,7
385.16,Urban,7
760.29,Urban,7
867.89,Urban,7
374.04,Urban,7
884.83,Urban,7
433.4,Urban,7
420.76,Urban,7
296.86,Urban,7
675.9,Urban,7
717.66,Urban,7
208.06,Urban,7
588.32,Urban,7
172.83,Urban,7
976.94,Urban,7
300.75,Urban,7
437.96,Urban,7
1022.63,Urban,7
279.03,Urban,7
631.26,Urban,7
395.09,Urban,7
405.68,Urban,7
483.18,Urban,7
471.11,Urban,7
395.32,Urban,7
449.52,Urban,7
160.22,Urban,7
635.9,Urban,7
215.91,Urban,7
540.88,Urban,7
377.46,Urban,7
511.25,Urban,7
553.21,Urban,7
152.56,Urban,7
569.69,Urban,7
644.01,Urban,7
634.53,Urban,7
384.96,Urban,7
329.49,Urban,7
2071.1,Urban,7
350.14,Urban,7
536.7,Urban,7
165.4,Urban,7
997.49,Urban,7
441.4,Urban,7
340.57,Urban,7
873.83,Urban,7
1027.99,Urban,7
202.14,Urban,7
1576.95,Urban,7
692.47,Urban,7
560.78,Urban,7
364.38,Urban,7
790.35,Urban,7
815.44,Urban,7
333.36,Urban,7
73.65,Urban,7
269.32,Urban,7
622.2,Urban,7
116.17,Urban,7
389.03,Urban,7
288.68,Urban,7
375.14,Urban,7
254.76,Urban,7
233.13,Urban,7
351.95,Urban,7
289.04,Urban,7
216.48,Urban,7
711.03,Urban,7
608.51,Urban,7
762.7,Urban,7
125.36,Urban,7
625.51,Urban,7
955.97,Urban,7
445.49,Urban,7
149.52,Urban,7
205.28,Urban,7
348.28,Urban,7
450.27,Urban,7
350.59,Urban,7
90.91,Urban,3
60.57,Urban,3
699.27,Urban,3
246.41,Urban,3
190.46,Urban,3
475.61,Urban,3
597.01,Urban,3
89.32,Urban,3
457.43,Urban,3
98.13,Urban,3
137.34,Urban,3
371.71,Urban,3
225.9,Urban,3
365.1,Urban,3
309.99,Urban,3
103.17,Urban,3
326.19,Urban,3
189.45,Urban,3
100.76,Urban,3
153.08,Urban,3
297.21,Urban,3
439.75,Urban,3
222.89,Urban,3
237.18,Urban,3
712.6,Urban,3
70.52,Urban,3
151.34,Urban,3
300.63,Urban,3
240,Urban,3
143.67,Urban,3
284.4,Urban,3
233.99,Urban,3
456.32,Urban,3
553.79,Urban,3
133.3,Urban,3
225.64,Urban,3
268.47,Urban,3
318.87,Urban,3
502.04,Urban,3
350.55,Urban,3
310.55,Urban,3
460.31,Urban,3
76.42,Urban,3
236.13,Urban,3
349.86,Urban,3
95.16,Urban,3
597.02,Urban,3
307.89,Urban,3
682.46,Urban,3
300.07,Urban,3
199.82,Urban,3
286.27,Urban,3
360.4,Urban,3
148,Urban,3
528.7,Urban,3
408.32,Urban,3
980.92,Urban,3
203.47,Urban,3
117.64,Urban,3
355.34,Urban,3
346.13,Urban,3
251.61,Urban,3
160.79,Urban,3
228.86,Urban,3
211.24,Urban,3
462.52,Urban,3
371.84,Urban,3
146.49,Urban,3
169.64,Urban,3
254.23,Urban,3
172.26,Urban,3
192.45,Urban,3
85.11,Urban,3
92.35,Urban,3
690.36,Urban,3
255.28,Urban,3
461.45,Urban,3
323.33,Urban,3
179.31,Urban,3
138.24,Urban,3
559.53,Urban,3
171.27,Urban,3
249.4,Urban,3
83.26,Urban,3
1754.48,Urban,3
181.02,Urban,3
278.25,Urban,3
806.41,Urban,3
517.66,Urban,3
198.84,Urban,3
273.96,Urban,3
580.44,Urban,3
70.97,Urban,3
337.39,Urban,3
278.36,Urban,3
197.08,Urban,3
333.01,Urban,3
415.57,Urban,3
136.55,Urban,3
383.03,Urban,3
544.8,Urban,3
329.17,Urban,3
892.9,Urban,3
116.02,Urban,3
155.15,Urban,3
135.4,Urban,3
742.99,Urban,3
408.62,Urban,3
252.61,Urban,3
182.15,Urban,3
426.35,Urban,3
157.94,Urban,3
1229.81,Urban,3
98.7,Urban,3
219.03,Urban,3
279.11,Urban,3
777.29,Urban,3
131.07,Urban,3
392.82,Urban,3
163.2,Urban,3
148,Urban,3
201.95,Urban,3
329.62,Urban,3
166.52,Urban,3
143.5,Urban,3
120.04,Urban,3
449.96,Urban,3
457.73,Urban,3
134.65,Urban,3
371.12,Urban,3
204.53,Urban,3
428.03,Urban,3
240.62,Urban,3
178.34,Urban,3
173.01,Urban,3
233.41,Urban,3
430.6,Urban,3
663.95,Urban,3
473.67,Urban,3
444.17,Urban,3
444.45,Urban,3
309.54,Urban,3
170.3,Urban,3
156.01,Urban,3
702.84,Urban,3
168.61,Urban,3
251.65,Urban,3
168.04,Urban,3
250.81,Urban,3
167.1,Urban,3
140.73,Urban,3
380.85,Urban,3
692.83,Urban,3
304.63,Urban,3
331.92,Urban,3
460.31,Urban,3
66.14,Urban,3
355.22,Urban,3
151.48,Urban,3
272.15,Urban,3
102.2,Urban,3
133.64,Urban,3
289.98,Urban,3
285.25,Urban,3
181.44,Urban,3
1332,Urban,3
286.61,Urban,3
568.52,Urban,3
131.39,Urban,3
267.38,Urban,3
203.98,Urban,3
155.62,Urban,3
202.57,Urban,3
110.07,Urban,3
246.52,Urban,3
172.47,Urban,3
241.12,Urban,3
317.24,Urban,3
719.5,Urban,3
172.09,Urban,3
214.98,Urban,3
307.25,Urban,3
333.51,Urban,3
593.26,Urban,3
994.95,Urban,3
240.04,Urban,3
613.47,Urban,3
596.03,Urban,3
427.47,Urban,3
289.56,Urban,3
102.23,Urban,3
261.54,Urban,3
265.73,Urban,3
269.61,Urban,3
176.1,Urban,3
507.63,Urban,3
296.64,Urban,3
240.41,Urban,3
193.59,Urban,3
91.86,Urban,3
92.93,Urban,3
162.19,Urban,3
146.35,Urban,3
240.69,Urban,3
136.44,Urban,3
373.81,Urban,3
263.43,Urban,3
153.55,Urban,3
267.4,Urban,3
195.63,Urban,3
296.63,Urban,3
85.56,Urban,3
310.65,Urban,3
167.41,Urban,3
187.66,Urban,3
193.83,Urban,3
264.46,Urban,3
102.47,Urban,3
229.06,Urban,3
615.22,Urban,3
334.69,Urban,3
203.86,Urban,3
368.31,Urban,3
236.87,Urban,3
326.19,Urban,3
370.37,Urban,3
205.81,Urban,3
304.38,Urban,3
183.57,Urban,3
509.14,Urban,3
295.57,Urban,3
327.63,Urban,3
71.1,Urban,3
228.97,Urban,3
174.11,Urban,3
192.48,Urban,3
230.78,Urban,3
382.35,Urban,3
198.06,Urban,3
463.88,Urban,3
303.32,Urban,3
227.19,Urban,3
116.34,Urban,3
278.36,Urban,3
689.53,Urban,3
292.77,Urban,3
269.2,Urban,3
214.98,Urban,3
319.28,Urban,3
258.25,Urban,3
676.66,Urban,3
159.89,Urban,3
142.71,Urban,3
254.15,Urban,3
841.36,Urban,3
152.43,Urban,3
556.05,Urban,3
153.2,Urban,3
583.01,Urban,3
1065.06,Urban,3
340.74,Urban,3
98.82,Urban,3
294.71,Urban,3
227.92,Urban,3
168.27,Urban,3
238.61,Urban,3
271.22,Urban,3
323.05,Urban,3
114.24,Urban,3
130.01,Urban,3
196.75,Urban,3
374.37,Urban,3
429.27,Urban,3
133.69,Urban,3
127.44,Urban,3
144.03,Urban,3
320.83,Urban,3
351.78,Urban,3
119.21,Urban,3
298.8,Urban,3
303.77,Urban,3
652.42,Urban,3